,Open_time,Open,High,Low,Close,Volume,Close_time,Quote asset volume,Number_of_trades,Taker_buy_base_asset_volume,Taker_buy_quote_asset_volume,Ignore
374,1548000720000,0.008671,0.008671,0.008655,0.008655,207.84,1548000779999,1.80051586,27,21.13,0.18317658,0
375,1548000780000,0.008655,0.008671,0.008654,0.008671,131.23,1548000839999,1.13740087,19,70.89,0.6144471,0
376,1548000840000,0.008668,0.00867,0.008664,0.00867,40.16,1548000899999,0.34810405,10,5.98,0.05182124,0
377,1548000900000,0.008666,0.008668,0.008663,0.008663,72.37,1548000959999,0.62715553,27,49.59,0.42974952,0
378,1548000960000,0.008664,0.008676,0.008659,0.008664,156.49,1548001019999,1.3566371,25,115.51,1.00139906,0
379,1548001020000,0.008663,0.008672,0.008663,0.008666,30.44,1548001079999,0.26378182,11,6.97,0.06041401,0
380,1548001080000,0.008662,0.008667,0.008662,0.008667,16.63,1548001139999,0.14409945,6,9.46,0.08198613,0
381,1548001140000,0.008669,0.008672,0.008661,0.008664,43.82,1548001199999,0.37976463,14,22.39,0.19409692,0
382,1548001200000,0.008668,0.008673,0.008655,0.008673,55.44,1548001259999,0.47999289,10,9.88,0.0856406,0
383,1548001260000,0.00866,0.008668,0.008655,0.008663,44.44,1548001319999,0.38483562,25,9.02,0.0781437,0
384,1548001320000,0.008662,0.008662,0.008653,0.008662,59.54,1548001379999,0.51542195,12,20.02,0.17336787,0
385,1548001380000,0.008661,0.008662,0.008654,0.008654,169.1,1548001439999,1.46395986,20,72.22,0.625401,0
386,1548001440000,0.008654,0.008662,0.008652,0.008658,115.62,1548001499999,1.00077648,20,75.28,0.6516856,0
387,1548001500000,0.008661,0.008672,0.008656,0.008665,205.04,1548001559999,1.77655417,23,192.6,1.66876611,0
388,1548001560000,0.008665,0.008671,0.008658,0.00867,87.46,1548001619999,0.75819308,16,80.13,0.69465271,0
389,1548001620000,0.008671,0.008677,0.008669,0.008671,69.52,1548001679999,0.60299191,16,56.05,0.48617007,0
390,1548001680000,0.008673,0.008674,0.008672,0.008674,31.9,1548001739999,0.27667442,8,29.84,0.25880804,0
391,1548001740000,0.008673,0.008674,0.008671,0.008672,32.01,1548001799999,0.27762113,13,30.93,0.26825625,0
392,1548001800000,0.008672,0.008672,0.008665,0.008666,137.03,1548001859999,1.1879687,13,68.83,0.59672737,0
393,1548001860000,0.008667,0.008676,0.008665,0.008674,167.82,1548001919999,1.45511878,21,151.37,1.31252208,0
394,1548001920000,0.008672,0.008675,0.008666,0.008668,44.69,1548001979999,0.38751825,12,34.53,0.29941059,0
395,1548001980000,0.008668,0.008671,0.008655,0.008666,154.1,1548002039999,1.33461644,27,15.84,0.13726746,0
396,1548002040000,0.008666,0.008667,0.008665,0.008667,34.68,1548002099999,0.3005561,13,7.54,0.06534188,0
397,1548002100000,0.008668,0.008669,0.008666,0.008666,80.08,1548002159999,0.69415036,11,48.35,0.41913945,0
398,1548002160000,0.008669,0.00867,0.008661,0.008661,43.71,1548002219999,0.37880357,16,10.81,0.09371214,0
399,1548002220000,0.008661,0.008665,0.00865,0.00865,970.76,1548002279999,8.3984108,64,19.88,0.17211656,0
400,1548002280000,0.008651,0.008652,0.00865,0.008651,37.25,1548002339999,0.3222611,11,17.28,0.14950521,0
401,1548002340000,0.008651,0.008651,0.008636,0.00864,866.91,1548002399999,7.49757274,75,47.09,0.4069587,0
402,1548002400000,0.008638,0.00865,0.008638,0.00865,121.81,1548002459999,1.0530849,22,112.33,0.97115722,0
403,1548002460000,0.00865,0.008656,0.008642,0.008656,149.25,1548002519999,1.29138485,14,146.61,1.26855325,0
404,1548002520000,0.008656,0.008656,0.008644,0.008649,95.74,1548002579999,0.82851205,15,80.61,0.69764651,0
405,1548002580000,0.008644,0.008647,0.008641,0.008644,37.3,1548002639999,0.32239813,10,23.14,0.20000474,0
406,1548002640000,0.008648,0.008661,0.008646,0.008656,198.02,1548002699999,1.71336047,22,161.55,1.39784903,0
407,1548002700000,0.008663,0.008664,0.008655,0.008655,26.39,1548002759999,0.22855762,10,17.72,0.15346703,0
408,1548002760000,0.008659,0.00866,0.008653,0.008659,24.13,1548002819999,0.20889126,19,17.74,0.15358749,0
409,1548002820000,0.008661,0.008661,0.008654,0.008658,27.21,1548002879999,0.23556452,9,17.79,0.15402562,0
410,1548002880000,0.008657,0.008657,0.008651,0.008657,70.9,1548002939999,0.6137517,9,69.98,0.60579278,0
411,1548002940000,0.008657,0.00866,0.008655,0.008656,62.38,1548002999999,0.54013455,15,50.16,0.43434791,0
412,1548003000000,0.008657,0.00866,0.008653,0.008653,41.26,1548003059999,0.35715974,8,24.84,0.2150532,0
413,1548003060000,0.008659,0.00866,0.008653,0.008657,32.08,1548003119999,0.27775089,11,18.2,0.15759429,0
414,1548003120000,0.008659,0.008663,0.008651,0.00866,37.39,1548003179999,0.32380633,14,27.29,0.23634299,0
415,1548003180000,0.008663,0.008663,0.008656,0.008659,23.8,1548003239999,0.20607647,5,11.38,0.09856058,0
416,1548003240000,0.008658,0.008667,0.008655,0.008667,86.31,1548003299999,0.74770362,14,82.82,0.7174951,0
417,1548003300000,0.008668,0.008668,0.008658,0.008658,39.12,1548003359999,0.33890552,5,21.69,0.1879715,0
418,1548003360000,0.00866,0.008661,0.008651,0.008656,50.16,1548003419999,0.43415492,11,28.29,0.24481995,0
419,1548003420000,0.008657,0.008657,0.008645,0.008645,40.81,1548003479999,0.35291273,18,21.35,0.18458548,0
420,1548003480000,0.008646,0.00865,0.008646,0.00865,22.55,1548003539999,0.19502727,8,18.03,0.15594009,0
421,1548003540000,0.008644,0.008648,0.008643,0.008643,27.31,1548003599999,0.2360757,6,21.38,0.18481678,0
422,1548003600000,0.008645,0.008658,0.008642,0.008658,165.93,1548003659999,1.43496088,15,158.19,1.36806518,0
423,1548003660000,0.008645,0.008651,0.008645,0.008649,33.91,1548003719999,0.29322587,8,21.0,0.18160888,0
424,1548003720000,0.008652,0.008655,0.008646,0.008646,42.09,1548003779999,0.36405895,9,18.44,0.15953636,0
425,1548003780000,0.008647,0.008653,0.008647,0.008653,11.96,1548003839999,0.10345724,11,11.18,0.09670868,0
426,1548003840000,0.008653,0.008656,0.008649,0.008655,55.58,1548003899999,0.48095507,28,53.96,0.46694003,0
427,1548003900000,0.008653,0.008658,0.008649,0.008653,25.84,1548003959999,0.22359705,12,14.7,0.12721976,0
428,1548003960000,0.008653,0.008661,0.008652,0.008656,63.79,1548004019999,0.55239785,15,53.86,0.4664317,0
429,1548004020000,0.008656,0.008657,0.008653,0.008654,18.04,1548004079999,0.15612666,8,10.66,0.09225602,0
430,1548004080000,0.008651,0.008656,0.008649,0.008654,95.86,1548004139999,0.82925862,10,77.58,0.67108648,0
431,1548004140000,0.008657,0.00866,0.008654,0.008657,18.15,1548004199999,0.15711873,12,10.74,0.09296726,0
432,1548004200000,0.00865,0.008662,0.008648,0.008656,112.47,1548004259999,0.97315414,17,24.82,0.21485778,0
433,1548004260000,0.008656,0.00867,0.008656,0.00867,76.04,1548004319999,0.6586634,9,76.04,0.6586634,0
434,1548004320000,0.008664,0.008667,0.008661,0.008665,12.36,1548004379999,0.10709881,8,7.64,0.06620228,0
435,1548004380000,0.008666,0.008667,0.00866,0.008666,28.9,1548004439999,0.2504105,14,20.84,0.18058042,0
436,1548004440000,0.008662,0.008668,0.00866,0.00866,20.72,1548004499999,0.17950862,10,20.47,0.17734362,0
437,1548004500000,0.008662,0.008663,0.008649,0.008654,142.75,1548004559999,1.2355517,19,34.24,0.29644565,0
438,1548004560000,0.008651,0.008657,0.008649,0.008656,50.3,1548004619999,0.43533498,12,32.33,0.2798573,0
439,1548004620000,0.008654,0.008657,0.008646,0.008648,40.73,1548004679999,0.35229825,13,4.88,0.04221287,0
440,1548004680000,0.008654,0.008659,0.008647,0.008658,99.76,1548004739999,0.86298087,21,32.96,0.28522313,0
441,1548004740000,0.008649,0.008657,0.008647,0.008651,59.11,1548004799999,0.51128906,16,18.04,0.15610608,0
442,1548004800000,0.008649,0.008658,0.008648,0.008648,24.49,1548004859999,0.2118741,12,12.27,0.10616578,0
443,1548004860000,0.008657,0.008659,0.008652,0.008657,48.04,1548004919999,0.41593369,13,42.56,0.36849655,0
444,1548004920000,0.008657,0.00866,0.008651,0.008658,211.48,1548004979999,1.83089331,25,115.24,0.99789363,0
445,1548004980000,0.008657,0.008665,0.008652,0.008664,43.99,1548005039999,0.38087904,18,43.99,0.38087904,0
446,1548005040000,0.008664,0.008664,0.008662,0.008664,16.5,1548005099999,0.14294592,7,11.46,0.09928944,0
447,1548005100000,0.008664,0.008664,0.008662,0.008664,16.67,1548005159999,0.14440924,7,13.53,0.11721056,0
448,1548005160000,0.008665,0.008678,0.008665,0.008677,233.03,1548005219999,2.02105953,31,228.47,1.98150821,0
449,1548005220000,0.008671,0.00868,0.008671,0.008671,10.7,1548005279999,0.09280692,7,6.79,0.05890331,0
450,1548005280000,0.008672,0.008672,0.008671,0.008671,11.43,1548005339999,0.09911141,7,11.43,0.09911141,0
451,1548005340000,0.00867,0.008675,0.00866,0.008664,20.46,1548005399999,0.17733139,16,11.52,0.09989646,0
452,1548005400000,0.008667,0.008673,0.008667,0.008673,35.86,1548005459999,0.31089727,9,31.98,0.27726543,0
453,1548005460000,0.008672,0.008672,0.008668,0.008668,18.53,1548005519999,0.16066737,7,18.53,0.16066737,0
454,1548005520000,0.008673,0.008676,0.00867,0.00867,145.4,1548005579999,1.2609455,15,60.41,0.52380831,0
455,1548005580000,0.00867,0.00867,0.008667,0.008668,28.21,1548005639999,0.24454364,8,7.99,0.06926784,0
456,1548005640000,0.008665,0.00867,0.00865,0.00865,125.13,1548005699999,1.08364826,23,7.22,0.0625782,0
457,1548005700000,0.008646,0.008668,0.008646,0.008657,28.78,1548005759999,0.24910913,12,10.05,0.08704485,0
458,1548005760000,0.008655,0.008658,0.008638,0.008649,210.09,1548005819999,1.81654412,30,41.98,0.36306597,0
459,1548005820000,0.008643,0.008687,0.008642,0.008687,205.14,1548005879999,1.77847673,41,143.39,1.2446619,0
460,1548005880000,0.008687,0.008691,0.008653,0.008654,347.23,1548005939999,3.00725284,130,146.88,1.27156191,0
461,1548005940000,0.008659,0.008672,0.008659,0.008669,19.98,1548005999999,0.17314747,16,15.72,0.13623232,0
462,1548006000000,0.008666,0.008666,0.008648,0.008655,25.33,1548006059999,0.21937038,8,4.54,0.03927982,0
463,1548006060000,0.008653,0.008681,0.008653,0.008681,155.42,1548006119999,1.34789156,28,137.4,1.19167765,0
464,1548006120000,0.008679,0.008679,0.008661,0.008671,135.96,1548006179999,1.17915675,35,27.41,0.23769412,0
465,1548006180000,0.008672,0.008675,0.008651,0.008651,57.25,1548006239999,0.49624577,15,0.88,0.0076186,0
466,1548006240000,0.00865,0.008658,0.008649,0.008654,36.47,1548006299999,0.3155844,15,23.3,0.20166055,0
467,1548006300000,0.008655,0.008661,0.008647,0.008652,11.18,1548006359999,0.09672593,9,8.69,0.07518113,0
468,1548006360000,0.008651,0.008662,0.00865,0.008656,140.35,1548006419999,1.21494117,10,130.17,1.12683774,0
469,1548006420000,0.008651,0.008653,0.008641,0.008653,150.2,1548006479999,1.29913526,14,99.72,0.8627749,0
470,1548006480000,0.00865,0.008654,0.008646,0.008652,17.59,1548006539999,0.1521619,9,12.32,0.10658608,0
471,1548006540000,0.008651,0.008654,0.008638,0.008652,173.99,1548006599999,1.50471131,29,35.69,0.30876275,0
472,1548006600000,0.008648,0.008651,0.008647,0.008651,21.53,1548006659999,0.18620438,6,17.49,0.15126242,0
473,1548006660000,0.008648,0.008655,0.008648,0.008655,28.26,1548006719999,0.244521,13,17.34,0.15006927,0
474,1548006720000,0.008656,0.008665,0.008648,0.008662,192.0,1548006779999,1.66221638,49,180.01,1.55844805,0
475,1548006780000,0.008665,0.008665,0.008658,0.008658,35.89,1548006839999,0.31086869,12,12.91,0.11180974,0
476,1548006840000,0.008652,0.008652,0.00863,0.008635,1117.5,1548006899999,9.65475615,105,127.71,1.10301291,0
477,1548006900000,0.008634,0.008639,0.00863,0.008632,55.91,1548006959999,0.48262536,26,17.71,0.15290467,0
478,1548006960000,0.008632,0.008639,0.00863,0.00863,227.2,1548007019999,1.96114384,36,18.0,0.15546143,0
479,1548007020000,0.008632,0.008635,0.00863,0.008635,90.89,1548007079999,0.78456922,21,39.17,0.3381464,0
480,1548007080000,0.008631,0.008644,0.008631,0.008631,111.5,1548007139999,0.96255179,24,19.96,0.17233653,0
481,1548007140000,0.008634,0.008642,0.008631,0.008633,190.89,1548007199999,1.6482726,32,102.39,0.88429977,0
482,1548007200000,0.008632,0.008633,0.00863,0.00863,56.07,1548007259999,0.48390446,17,9.27,0.08001555,0
483,1548007260000,0.00863,0.008638,0.00863,0.00863,339.17,1548007319999,2.9270944,34,12.04,0.10395382,0
484,1548007320000,0.008634,0.008635,0.00863,0.00863,270.64,1548007379999,2.33565117,31,10.61,0.09157954,0
485,1548007380000,0.00863,0.008638,0.00863,0.008635,93.69,1548007439999,0.80868325,20,17.41,0.1503448,0
486,1548007440000,0.008632,0.008634,0.00863,0.008632,62.66,1548007499999,0.54083452,18,23.44,0.20234672,0
487,1548007500000,0.00863,0.008631,0.008627,0.008628,543.04,1548007559999,4.68602445,62,173.28,1.4950826,0
488,1548007560000,0.008627,0.008632,0.008625,0.008631,170.44,1548007619999,1.47045026,22,151.04,1.30307962,0
489,1548007620000,0.008631,0.008635,0.008626,0.008635,66.62,1548007679999,0.57499259,14,50.5,0.43591135,0
490,1548007680000,0.008633,0.008634,0.008626,0.008626,30.73,1548007739999,0.26519156,10,16.83,0.14526618,0
491,1548007740000,0.008631,0.008633,0.008626,0.008626,30.26,1548007799999,0.26109685,8,1.76,0.01519296,0
492,1548007800000,0.008628,0.00863,0.008622,0.008626,77.11,1548007859999,0.66527766,16,33.08,0.28546272,0
493,1548007860000,0.008623,0.008633,0.008623,0.008629,39.14,1548007919999,0.33770755,16,24.7,0.21314637,0
494,1548007920000,0.008629,0.00863,0.008622,0.008624,53.56,1548007979999,0.46207423,20,20.24,0.1746208,0
495,1548007980000,0.008624,0.008627,0.008623,0.008626,159.78,1548008039999,1.37802594,14,123.22,1.06269663,0
496,1548008040000,0.008627,0.008638,0.008626,0.008636,36.06,1548008099999,0.31128933,57,27.48,0.23724838,0
497,1548008100000,0.008631,0.008641,0.008627,0.008627,42.38,1548008159999,0.36581319,15,12.1,0.10446489,0
498,1548008160000,0.008627,0.008632,0.008625,0.008629,26.73,1548008219999,0.23062447,6,21.35,0.18422197,0
499,1548008220000,0.008626,0.008629,0.008622,0.008625,39.14,1548008279999,0.33763105,10,13.29,0.11467941,0
